trade_id,timestamp,symbol,event_type,direction,lot,entry_price,exit_price,sl_price,tp_price,pnl,k_sl_req,k_tp_req,k_sl_eff,k_tp_eff,hold_bars,bars_held,exit_reason,regime_id_at_entry,spread_atr_at_entry,flip_used,model_pack_version,clf_version,prm_version,cost_model_version,event_detail,deal_ticket,position_id,modify_reason,modify_count,tx_authority,pack_dir_at_entry,active_model_pack_dir,runtime_reload_status,ea_version,log_schema_version
TS_00006,2022.09.14 14:52:27,US100,EXIT,LONG,0.0700,12115.40000000,12033.65000000,12034.40000000,12277.40000000,-5.72,6.000000,12.000000,6.000000,12.000000,72,19,SL,3,0.111111,0,0.1.0,0.1.0,0.1.0,0.1,,13,12,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00007,2022.09.14 15:10:00,US100,ENTRY,LONG,0.0500,12035.65000000,,11937.04000000,12232.88000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.091265,1,0.1.0,0.1.0,0.1.0,0.1,,14,14,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00007,2022.09.14 21:10:00,US100,EXIT,LONG,0.0500,12035.65000000,12056.40000000,11937.04000000,12232.88000000,1.04,6.000000,12.000000,6.000000,12.000000,72,72,FORCE_EXIT,5,0.091265,1,0.1.0,0.1.0,0.1.0,0.1,,15,14,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00008,2022.09.14 21:30:00,US100,ENTRY,LONG,0.0300,12077.65000000,,11935.19000000,12362.57000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.063175,1,0.1.0,0.1.0,0.1.0,0.1,,16,16,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00008,2022.09.15 04:30:00,US100,EXIT,LONG,0.0300,12077.65000000,12152.95000000,11935.19000000,12362.57000000,2.14,6.000000,12.000000,6.000000,12.000000,72,72,FORCE_EXIT,5,0.063175,1,0.1.0,0.1.0,0.1.0,0.1,,17,16,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00009,2022.09.15 06:25:00,US100,ENTRY,LONG,0.1400,12170.20000000,,12129.91000000,12250.77000000,,6.000000,12.000000,6.000000,12.000000,72,0,,3,0.223404,0,0.1.0,0.1.0,0.1.0,0.1,,18,18,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00009,2022.09.15 11:48:09,US100,EXIT,LONG,0.1400,12170.20000000,12129.45000000,12129.91000000,12250.77000000,-5.71,6.000000,12.000000,6.000000,12.000000,72,64,SL,3,0.223404,0,0.1.0,0.1.0,0.1.0,0.1,,19,18,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00010,2022.09.15 11:55:02,US100,ENTRY,LONG,0.0800,12139.20000000,,12075.99000000,12265.63000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.142373,1,0.1.0,0.1.0,0.1.0,0.1,,20,20,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00010,2022.09.15 15:23:08,US100,EXIT,LONG,0.0800,12139.20000000,12075.95000000,12075.99000000,12265.63000000,-5.06,6.000000,12.000000,6.000000,12.000000,72,41,SL,5,0.142373,1,0.1.0,0.1.0,0.1.0,0.1,,21,20,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00011,2022.09.15 15:30:00,US100,ENTRY,LONG,0.0600,12104.35000000,,12021.46000000,12270.12000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.166494,1,0.1.0,0.1.0,0.1.0,0.1,,22,22,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00011,2022.09.15 17:33:09,US100,EXIT,LONG,0.0600,12104.35000000,12021.00000000,12021.46000000,12270.12000000,-5.00,6.000000,12.000000,6.000000,12.000000,72,24,SL,5,0.166494,1,0.1.0,0.1.0,0.1.0,0.1,,23,22,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00012,2022.09.15 17:40:00,US100,ENTRY,LONG,0.0200,12046.70000000,,11818.81000000,12502.49000000,,6.000000,12.000000,6.000000,12.000000,72,0,,3,0.039492,1,0.1.0,0.1.0,0.1.0,0.1,,24,24,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00012,2022.09.15 23:40:00,US100,EXIT,LONG,0.0200,12046.70000000,11900.95000000,11818.81000000,12502.49000000,-2.92,6.000000,12.000000,6.000000,12.000000,72,72,FORCE_EXIT,3,0.039492,1,0.1.0,0.1.0,0.1.0,0.1,,25,24,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00013,2022.09.15 23:45:00,US100,ENTRY,LONG,0.0400,11902.20000000,,11778.92000000,12148.76000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.073005,1,0.1.0,0.1.0,0.1.0,0.1,,26,26,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00013,2022.09.16 06:45:00,US100,EXIT,LONG,0.0400,11902.20000000,11833.70000000,11778.92000000,12148.76000000,-2.90,6.000000,12.000000,6.000000,12.000000,72,72,FORCE_EXIT,5,0.073005,1,0.1.0,0.1.0,0.1.0,0.1,,27,26,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00014,2022.09.16 07:05:00,US100,ENTRY,LONG,0.1900,11835.20000000,,11807.32000000,11890.96000000,,6.000000,12.000000,6.000000,12.000000,72,0,,4,0.322829,1,0.1.0,0.1.0,0.1.0,0.1,,28,28,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00014,2022.09.16 09:55:45,US100,EXIT,LONG,0.1900,11835.20000000,11806.95000000,11807.32000000,11890.96000000,-5.37,6.000000,12.000000,6.000000,12.000000,72,34,SL,4,0.322829,1,0.1.0,0.1.0,0.1.0,0.1,,29,28,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00015,2022.09.16 10:20:00,US100,ENTRY,LONG,0.0700,11814.95000000,,11740.27000000,11964.31000000,,6.000000,12.000000,6.000000,12.000000,72,0,,3,0.120516,1,0.1.0,0.1.0,0.1.0,0.1,,30,30,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00015,2022.09.16 16:20:00,US100,EXIT,LONG,0.0700,11814.95000000,11783.20000000,11740.27000000,11964.31000000,-2.22,6.000000,12.000000,6.000000,12.000000,72,72,FORCE_EXIT,3,0.120516,1,0.1.0,0.1.0,0.1.0,0.1,,31,30,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00016,2022.09.16 16:25:00,US100,ENTRY,LONG,0.0600,11771.20000000,,11684.03000000,11945.54000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.103245,1,0.1.0,0.1.0,0.1.0,0.1,,32,32,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00016,2022.09.16 22:25:00,US100,EXIT,LONG,0.0600,11771.20000000,11841.70000000,11684.03000000,11945.54000000,4.23,6.000000,12.000000,6.000000,12.000000,72,72,FORCE_EXIT,5,0.103245,1,0.1.0,0.1.0,0.1.0,0.1,,33,32,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00017,2022.09.16 22:30:00,US100,ENTRY,LONG,0.0300,11826.20000000,,11646.21000000,12186.17000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.050004,0,0.1.0,0.1.0,0.1.0,0.1,,34,34,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00017,2022.09.19 05:35:00,US100,EXIT,LONG,0.0300,11826.20000000,11803.75000000,11646.21000000,12186.17000000,-1.02,6.000000,12.000000,6.000000,12.000000,72,72,FORCE_EXIT,5,0.050004,0,0.1.0,0.1.0,0.1.0,0.1,,35,34,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
