candidate_id,search_rank,is_baseline,fold_id,regime_id,side,status,fallback_used,fallback_reason,train_count,val_count,metrics_present,raw_all_finite,effective_all_finite,contract_valid,holds_integral,normalized_effective_mae_mean,baseline_normalized_effective_mae_mean,beats_default_baseline,hold_boundary_rate
stage2_c07,7,False,1,0,SHORT,trained,False,,68,16,True,True,True,True,True,0.1671499896139699,0.27951205255246897,True,0.0
stage2_c07,7,False,1,1,LONG,trained,False,,434,112,True,True,True,True,True,0.24274897543843763,0.2875899998144334,True,0.0
stage2_c07,7,False,1,1,SHORT,trained,False,,353,88,True,True,True,True,True,0.19514326191674727,0.2526462222852024,True,0.0
stage2_c07,7,False,1,2,LONG,trained,False,,1627,399,True,True,True,True,True,0.20922116494778475,0.30566111692227654,True,0.0
stage2_c07,7,False,1,2,SHORT,trained,False,,1598,302,True,True,True,True,True,0.23074905733920636,0.29093406252415593,True,0.0
stage2_c07,7,False,1,3,LONG,trained,False,,5260,1280,True,True,True,True,True,0.21732727758949233,0.26958696348048766,True,0.0
stage2_c07,7,False,1,3,SHORT,trained,False,,5123,1284,True,True,True,True,True,0.2124362925950518,0.25049975809858144,True,0.0
stage2_c07,7,False,1,4,LONG,trained,False,,1452,293,True,True,True,True,True,0.24645140515297634,0.31948265290864286,True,0.0
stage2_c07,7,False,1,4,SHORT,trained,False,,1460,296,True,True,True,True,True,0.23006059186043157,0.27525348652109216,True,0.0
stage2_c07,7,False,1,5,LONG,trained,False,,6104,1408,True,True,True,True,True,0.2071177264597074,0.25566328787794435,True,0.0
stage2_c07,7,False,1,5,SHORT,trained,False,,5550,1436,True,True,True,True,True,0.21399875094076162,0.2558954620999288,True,0.0
